성별,나이,월수입,직업,결혼여부,소비성향,가격,가격등급,카테고리,브랜드,상품조회수,비교상품수,구매시간대,카드할부여부,재방문횟수,예산초과율,예산사용율,사용목적적합도,중요요소일치도,브랜드선호일치도,대체상품우위위험,가격신뢰위험,리뷰부정위험,상품신뢰도,데이터신뢰도,구매필요성점수,예산,사용목적,중요요소,선호브랜드,상품명,상품설명,현재가,최저가,대체상품최저가,평점,리뷰수,리뷰부정키워드수,상품정보출처,평점수집여부,리뷰수집여부,구매후회값,실제구매후회값
female,60,3680000.0,은퇴자,미혼,보수적,789000.0,고가,여행,대한항공,48,3,14,Y,4,0.0,0.9899623588456713,0.0,0.9,0.0,0.17870722433460076,0.24644549763033174,0.2,0.6375,1.0,0.09999999999999998,797000,기념일,"가격, 일정",마이리얼트립,대한항공 여행 21,"대한항공 여행 ??. ?? ??: 가격, 일정, 숙소, 휴식, 가족, 기념일.",789000,633000,648000,,3006.0,3,manual,N,Y,0.563,0.563
female,42,6430000.0,자영업,미혼,보수적,183000.0,중저가,건강관리,센트룸,41,3,3,N,2,0.0,0.24696356275303644,1.0,0.0,1.0,0.08743169398907104,0.1509433962264151,0.2,0.71,1.0,0.95,741000,부모님,"희소성, 감성",센트룸,센트룸 건강관리 22,"센트룸 건강관리 ??. ?? ??: 성분, 후기, 안전성, 건강, 부모님, 회복.",183000,159000,167000,4.08,3271.0,1,crawler,Y,Y,0.349,0.349
male,42,4070000.0,프리랜서,미혼,보수적,30000.0,저가,식품,CJ,56,5,21,N,2,0.0,0.04310344827586207,1.0,0.9,1.0,0.0,0.30434782608695654,0.0,0.73125,1.0,1.0,696000,식사,"가격, 신선도",CJ,CJ 식품 23,"CJ 식품 ??. ?? ??: 가격, 신선도, 배송, 생활, 식사, 가족.",30000,23000,30000,4.25,3943.0,0,user_input,Y,Y,0.199,0.199
male,37,6040000.0,공무원,기혼,진보적,1978000.0,고가,전자기기,소니,10,7,20,Y,6,1.0,3.0,0.0,0.9375,1.0,0.08746208291203236,0.1341743119266055,0.2,0.1875,0.75,0.37,243000,휴식,"성능, 배터리",소니,소니 전자기기 24,"소니 전자기기 ??. ?? ??: 성능, 배터리, 휴대성, 업무, 공부, 게임, 콘텐츠.",1978000,1744000,1805000,,,1,naver_api,N,N,0.655,0.655
female,37,8350000.0,대기업직원,미혼,보수적,2800000.0,초고가,전자기기,애플,52,5,9,Y,4,1.0,3.0,0.0,0.9375,1.0,0.3435714285714286,0.26126126126126126,0.2,0.6375,1.0,0.37,867000,콘텐츠,"성능, 배터리",애플,애플 전자기기 25,"애플 전자기기 ??. ?? ??: 성능, 배터리, 휴대성, 업무, 공부, 게임, 콘텐츠.",2800000,2220000,1838000,,2875.0,1,user_input,N,Y,0.676,0.676
female,32,7580000.0,대기업직원,기혼,진보적,34000.0,저가,식품,오뚜기,53,3,22,N,1,0.0,0.0633147113594041,1.0,0.0,1.0,0.0,0.21428571428571427,0.0,0.6275,1.0,1.0,537000,식사,"희소성, 감성",오뚜기,오뚜기 식품 26,"오뚜기 식품 ??. ?? ??: 가격, 신선도, 배송, 생활, 식사, 가족.",34000,28000,34000,3.42,2535.0,0,image_estimate,Y,Y,0.335,0.335
male,56,2640000.0,주부,기혼,보수적,401000.0,중저가,건강관리,종근당,51,3,12,N,2,0.0,0.6961805555555556,1.0,0.0,0.0,0.1970074812967581,0.11080332409972299,0.0,0.6375,1.0,0.95,576000,부모님,"희소성, 감성",오뚜기,종근당 건강관리 27,"종근당 건강관리 ??. ?? ??: 성분, 후기, 안전성, 건강, 부모님, 회복.",401000,361000,322000,,2567.0,0,crawler,N,Y,0.436,0.436
female,30,3330000.0,사무직,기혼,진보적,3422000.0,초고가,전자기기,애플,48,16,16,Y,8,1.0,3.0,0.0,0.0,1.0,0.37083576855639977,0.18860715526224384,0.0,0.69,1.0,0.37,160000,선물,"희소성, 감성",애플,애플 전자기기 28,"애플 전자기기 ??. ?? ??: 성능, 배터리, 휴대성, 업무, 공부, 게임, 콘텐츠.",3422000,2879000,2153000,3.92,3349.0,0,crawler,Y,Y,0.835,0.835
male,67,3660000.0,은퇴자,기혼,보수적,1276000.0,고가,가구,한샘,13,8,14,Y,6,0.6275510204081634,1.6275510204081634,0.0,0.0,0.0,0.2061128526645768,0.15579710144927536,0.2,0.49374999999999997,1.0,0.37,784000,생활,"희소성, 감성",오뚜기,한샘 가구 29,"한샘 가구 ??. ?? ??: 내구성, 크기, 디자인, 이사, 인테리어, 생활.",1276000,1104000,1013000,4.35,,2,manual,Y,N,0.786,0.786
male,44,8210000.0,전문직,기혼,진보적,19000.0,초저가,화장품,설화수,35,5,17,N,1,0.0,0.013130615065653075,0.0,0.0,0.0,0.2631578947368421,0.35714285714285715,0.0,0.6662788735783602,1.0,0.019999999999999976,1447000,휴식,"희소성, 감성",아디다스,설화수 화장품 30,"설화수 화장품 ??. ?? ??: 성분, 가격, 후기, 피부관리, 선물, 데일리.",19000,14000,14000,4.4,98.0,0,image_estimate,Y,Y,0.65,0.65
female,50,10650000.0,전문직,기혼,보수적,1093000.0,고가,전자기기,LG,53,2,18,Y,1,0.0,0.7171916010498688,1.0,0.9375,1.0,0.14089661482159194,0.26212471131639725,0.2,0.6375,1.0,0.87,1524000,업무,"성능, 배터리",LG,LG 전자기기 31,"LG 전자기기 ??. ?? ??: 성능, 배터리, 휴대성, 업무, 공부, 게임, 콘텐츠.",1093000,866000,939000,,2388.0,4,crawler,N,Y,0.231,0.231
male,56,2190000.0,주부,기혼,진보적,5000.0,초저가,식품,동원,4,5,14,N,1,0.0,0.02252252252252252,0.0,0.0,1.0,0.0,0.25,0.2,0.1875,0.75,0.57,222000,소장,"희소성, 감성",동원,동원 식품 32,"동원 식품 ??. ?? ??: 가격, 신선도, 배송, 생활, 식사, 가족.",5000,4000,5000,,,3,manual,N,N,0.553,0.553
male,33,1090000.0,취업준비생,기혼,진보적,11000.0,초저가,생활용품,3M,3,1,19,N,0,0.0,0.07746478873239436,1.0,0.9,1.0,0.09090909090909091,0.375,0.2,0.36375,1.0,1.0,142000,생활,"가격, 내구성",3M,3M 생활용품 33,"3M 생활용품 ??. ?? ??: 가격, 내구성, 용량, 생활, 청소, 가정.",11000,8000,10000,3.31,,2,user_input,Y,N,0.261,0.261
female,31,5670000.0,대기업직원,기혼,보수적,1574000.0,고가,명품,샤넬,46,9,16,Y,2,1.0,3.0,1.0,0.6666666666666666,1.0,0.1772554002541296,0.13237410071942446,0.0,0.7620270702797467,1.0,0.52,315000,보상,"브랜드, 희소성",샤넬,샤넬 명품 34,"샤넬 명품 ??. ?? ??: 브랜드, 희소성, 디자인, 선물, 보상, 소장.",1574000,1390000,1295000,4.59,723.0,0,naver_api,Y,Y,0.534,0.534
male,29,8290000.0,전문직,미혼,진보적,906000.0,고가,여행,마이리얼트립,5,7,17,Y,3,1.0,2.9415584415584415,1.0,0.0,0.0,0.16887417218543047,0.21122994652406418,0.2,0.35500000000000004,1.0,0.6,308000,가족,"희소성, 감성",루이비통,마이리얼트립 여행 35,"마이리얼트립 여행 ??. ?? ??: 가격, 일정, 숙소, 휴식, 가족, 기념일.",906000,748000,753000,3.24,,1,naver_api,Y,N,0.74,0.74
male,45,5340000.0,자영업,기혼,진보적,73000.0,저가,생활용품,유한킴벌리,36,1,17,N,2,0.0,0.08518086347724621,0.0,0.9,0.0,0.3424657534246575,0.30357142857142855,0.2,0.7199276280339022,1.0,0.57,857000,소장,"가격, 내구성",리바트,유한킴벌리 생활용품 36,"유한킴벌리 생활용품 ??. ?? ??: 가격, 내구성, 용량, 생활, 청소, 가정.",73000,56000,48000,4.16,998.0,1,user_input,Y,Y,0.54,0.54
female,65,2820000.0,은퇴자,기혼,보수적,414000.0,중저가,패션,COS,4,6,18,N,1,0.7178423236514522,1.7178423236514522,1.0,0.0,1.0,0.0966183574879227,0.33548387096774196,0.2,0.1875,0.75,0.6,241000,데이트,"희소성, 감성",COS,COS 패션 37,"COS 패션 ??. ?? ??: 디자인, 착용감, 브랜드, 출근, 데이트, 여행.",414000,310000,374000,,,3,image_estimate,N,N,0.574,0.574
female,22,960000.0,취업준비생,미혼,진보적,6000.0,초저가,식품,동원,46,3,14,N,0,0.0,0.03529411764705882,0.0,0.0,0.0,0.16666666666666666,0.2,0.2,0.60875,1.0,0.57,170000,휴식,"희소성, 감성",샤넬,동원 식품 38,"동원 식품 ??. ?? ??: 가격, 신선도, 배송, 생활, 식사, 가족.",6000,5000,5000,3.27,3179.0,2,manual,Y,Y,0.631,0.631
male,25,730000.0,학생,미혼,보수적,534000.0,고가,여행,대한항공,42,13,12,Y,8,1.0,3.0,0.0,0.9,0.0,0.13108614232209737,0.2191780821917808,0.0,0.7769713153995044,1.0,0.09999999999999998,75000,기념일,"가격, 일정",이케아,대한항공 여행 39,"대한항공 여행 ??. ?? ??: 가격, 일정, 숙소, 휴식, 가족, 기념일.",534000,438000,464000,4.67,829.0,0,naver_api,Y,Y,0.709,0.709
female,55,7920000.0,대기업직원,기혼,진보적,795000.0,고가,교육,메가스터디,49,4,9,Y,4,0.0,0.5233706385780118,1.0,0.0,0.0,0.10943396226415095,0.11657303370786516,0.2,0.6074999999999999,1.0,1.0,1519000,취업,"희소성, 감성",삼성,메가스터디 교육 40,"메가스터디 교육 ??. ?? ??: 강의품질, 가격, 커리큘럼, 공부, 취업, 자기계발.",795000,712000,708000,3.26,3230.0,2,crawler,Y,Y,0.438,0.438
female,31,3060000.0,사무직,기혼,보수적,232000.0,중저가,가구,리바트,53,1,21,N,3,0.0,0.4077328646748682,0.0,0.6666666666666666,0.0,0.0,0.03571428571428571,0.2,0.65125,1.0,0.37,569000,휴식,"내구성, 크기",종근당,리바트 가구 41,"리바트 가구 ??. ?? ??: 내구성, 크기, 디자인, 이사, 인테리어, 생활.",232000,224000,242000,3.61,1662.0,2,naver_api,Y,Y,0.546,0.546
male,26,1090000.0,취업준비생,미혼,보수적,401000.0,중저가,명품,구찌,46,7,15,Y,7,1.0,3.0,0.0,0.6666666666666666,0.0,0.0,0.3411371237458194,0.2,0.6001273555009115,1.0,0.019999999999999976,130000,유행,"브랜드, 희소성",라네즈,구찌 명품 42,"구찌 명품 ??. ?? ??: 브랜드, 희소성, 디자인, 선물, 보상, 소장.",401000,299000,431000,3.36,577.0,3,image_estimate,Y,Y,0.775,0.775
female,25,3420000.0,공무원,기혼,진보적,15000.0,초저가,화장품,설화수,40,4,2,N,1,0.0,0.0625,0.0,0.9,1.0,0.2,0.15384615384615385,0.2,0.6375,1.0,0.019999999999999976,240000,휴식,"성분, 가격",설화수,설화수 화장품 43,"설화수 화장품 ??. ?? ??: 성분, 가격, 후기, 피부관리, 선물, 데일리.",15000,13000,12000,,2374.0,2,naver_api,N,Y,0.454,0.454
male,29,1250000.0,취업준비생,미혼,보수적,339000.0,중저가,패션,나이키,43,5,11,Y,2,0.8324324324324324,1.8324324324324324,0.0,0.6666666666666666,0.0,0.0,0.18118466898954705,0.2,0.79,1.0,0.09999999999999998,185000,여행,"디자인, 착용감",프라다,나이키 패션 44,"나이키 패션 ??. ?? ??: 디자인, 착용감, 브랜드, 출근, 데이트, 여행.",339000,287000,351000,4.72,2021.0,4,manual,Y,Y,0.695,0.695
female,28,10070000.0,전문직,미혼,진보적,2601000.0,초고가,명품,루이비통,5,3,2,Y,3,1.0,2.2558542931483085,0.0,0.3333333333333333,0.0,0.08073817762399077,0.20584144645340752,0.2,0.51,1.0,0.019999999999999976,1153000,소장,"희소성, 감성",나이키,루이비통 명품 45,"루이비통 명품 ??. ?? ??: 브랜드, 희소성, 디자인, 선물, 보상, 소장.",2601000,2157000,2391000,4.48,,1,user_input,Y,N,0.864,0.864
male,50,4350000.0,사무직,기혼,보수적,240000.0,중저가,여행,마이리얼트립,53,6,19,N,2,0.6438356164383561,1.643835616438356,0.0,0.0,1.0,0.25833333333333336,0.11627906976744186,0.2,0.69125,1.0,0.09999999999999998,146000,유행,"희소성, 감성",마이리얼트립,마이리얼트립 여행 46,"마이리얼트립 여행 ??. ?? ??: 가격, 일정, 숙소, 휴식, 가족, 기념일.",240000,215000,178000,3.93,3487.0,1,naver_api,Y,Y,0.761,0.761
male,35,4310000.0,사무직,기혼,보수적,3788000.0,초고가,명품,프라다,12,12,14,Y,7,1.0,3.0,1.0,0.3333333333333333,1.0,0.06282998944033791,0.13719603722605825,0.2,0.3675,1.0,0.52,680000,선물,"희소성, 감성",프라다,프라다 명품 47,"프라다 명품 ??. ?? ??: 브랜드, 희소성, 디자인, 선물, 보상, 소장.",3788000,3331000,3550000,3.34,,4,manual,Y,N,0.559,0.559
male,23,760000.0,학생,미혼,진보적,7000.0,초저가,생활용품,다이소,49,5,9,N,3,0.0,0.175,0.0,0.0,0.0,0.2857142857142857,0.16666666666666666,0.0,0.605,1.0,0.57,40000,선물,"희소성, 감성",오뚜기,다이소 생활용품 48,"다이소 생활용품 ??. ?? ??: 가격, 내구성, 용량, 생활, 청소, 가정.",7000,6000,5000,3.24,1839.0,0,crawler,Y,Y,0.625,0.625
female,32,1070000.0,취업준비생,미혼,진보적,110000.0,중저가,전자기기,애플,41,1,16,N,2,0.0,0.8333333333333334,0.0,0.0,1.0,0.06363636363636363,0.1956521739130435,0.2,0.6527144854185958,1.0,0.37,132000,휴식,"희소성, 감성",애플,애플 전자기기 49,"애플 전자기기 ??. ?? ??: 성능, 배터리, 휴대성, 업무, 공부, 게임, 콘텐츠.",110000,92000,103000,3.66,876.0,3,naver_api,Y,Y,0.561,0.561
female,55,4030000.0,프리랜서,기혼,진보적,4000.0,초저가,식품,오뚜기,47,2,10,N,0,0.0,0.006700167504187605,1.0,0.0,1.0,0.25,0.05,0.2,0.6837500000000001,1.0,1.0,597000,식사,"희소성, 감성",오뚜기,오뚜기 식품 50,"오뚜기 식품 ??. ?? ??: 가격, 신선도, 배송, 생활, 식사, 가족.",4000,4000,3000,3.87,1498.0,2,user_input,Y,Y,0.341,0.341
female,49,5350000.0,공무원,기혼,진보적,457000.0,중저가,명품,루이비통,46,4,19,N,1,0.0,0.5089086859688196,0.0,0.6666666666666666,1.0,0.05032822757111598,0.32463768115942027,0.2,0.66,1.0,0.019999999999999976,898000,휴식,"브랜드, 희소성",루이비통,루이비통 명품 51,"루이비통 명품 ??. ?? ??: 브랜드, 희소성, 디자인, 선물, 보상, 소장.",457000,345000,434000,3.68,2046.0,1,manual,Y,Y,0.523,0.523
female,22,1070000.0,취업준비생,미혼,진보적,354000.0,중저가,여행,마이리얼트립,36,5,19,Y,5,1.0,2.832,1.0,0.9,0.0,0.3418079096045198,0.12380952380952381,0.0,0.7032554717328886,1.0,0.6,125000,휴식,"가격, 일정",패스트캠퍼스,마이리얼트립 여행 52,"마이리얼트립 여행 ??. ?? ??: 가격, 일정, 숙소, 휴식, 가족, 기념일.",354000,315000,233000,4.13,698.0,0,naver_api,Y,Y,0.554,0.554
female,67,2930000.0,은퇴자,기혼,진보적,45000.0,저가,건강관리,종근당,35,1,10,N,1,0.0,0.09202453987730061,1.0,0.6666666666666666,0.0,0.2,0.21621621621621623,0.2,0.6091679702915336,1.0,0.95,489000,건강,"성분, 후기",ZARA,종근당 건강관리 53,"종근당 건강관리 ??. ?? ??: 성분, 후기, 안전성, 건강, 부모님, 회복.",45000,37000,36000,3.32,851.0,4,manual,Y,Y,0.337,0.337
female,60,3010000.0,은퇴자,기혼,진보적,131000.0,중저가,전자기기,소니,6,6,17,N,2,0.0,0.48698884758364314,0.0,0.9375,0.0,0.10687022900763359,0.31,0.2,0.51875,1.0,0.37,269000,콘텐츠,"성능, 배터리",구찌,소니 전자기기 54,"소니 전자기기 ??. ?? ??: 성능, 배터리, 휴대성, 업무, 공부, 게임, 콘텐츠.",131000,100000,117000,4.55,,4,crawler,Y,N,0.515,0.515
male,54,6840000.0,대기업직원,미혼,진보적,3000.0,초저가,식품,오뚜기,10,5,18,N,3,0.0,0.014018691588785047,1.0,0.0,0.0,0.0,0.5,0.2,0.4425,1.0,1.0,214000,생활,"희소성, 감성",대한항공,오뚜기 식품 55,"오뚜기 식품 ??. ?? ??: 가격, 신선도, 배송, 생활, 식사, 가족.",3000,2000,3000,3.94,,4,image_estimate,Y,N,0.453,0.453
male,46,3840000.0,프리랜서,기혼,진보적,2061000.0,초고가,가구,이케아,47,8,13,Y,4,1.0,3.0,0.0,0.6666666666666666,0.0,0.3071324599708879,0.36129458388375163,0.2,0.64375,1.0,0.37,346000,유행,"내구성, 크기",오뚜기,이케아 가구 56,"이케아 가구 ??. ?? ??: 내구성, 크기, 디자인, 이사, 인테리어, 생활.",2061000,1514000,1428000,3.55,2820.0,2,naver_api,Y,Y,0.796,0.796
female,55,6090000.0,대기업직원,기혼,진보적,460000.0,중저가,교육,패스트캠퍼스,51,4,22,N,1,0.0,0.6534090909090909,0.0,0.0,0.0,0.15869565217391304,0.03837471783295711,0.2,0.6375,1.0,0.57,704000,자기계발,"희소성, 감성",유한킴벌리,패스트캠퍼스 교육 57,"패스트캠퍼스 교육 ??. ?? ??: 강의품질, 가격, 커리큘럼, 공부, 취업, 자기계발.",460000,443000,387000,,2218.0,1,image_estimate,N,Y,0.628,0.628
male,48,4190000.0,자영업,기혼,보수적,4000.0,초저가,식품,CJ,46,4,17,N,1,0.0,0.013422818791946308,1.0,0.9,1.0,0.0,0.3333333333333333,0.2,0.6375,1.0,1.0,298000,생활,"가격, 신선도",CJ,CJ 식품 58,"CJ 식품 ??. ?? ??: 가격, 신선도, 배송, 생활, 식사, 가족.",4000,3000,4000,,3657.0,1,user_input,N,Y,0.223,0.223
female,25,5610000.0,공무원,미혼,진보적,256000.0,중저가,가구,한샘,53,5,13,N,2,0.0,0.23104693140794225,0.0,0.6666666666666666,0.0,0.0703125,0.2736318407960199,0.2,0.66125,1.0,0.37,1108000,생활,"내구성, 크기",나이키,한샘 가구 59,"한샘 가구 ??. ?? ??: 내구성, 크기, 디자인, 이사, 인테리어, 생활.",256000,201000,238000,3.69,1566.0,3,image_estimate,Y,Y,0.561,0.561
